,loss_history_val,loss_history_train,accuracy_train,accuracy_val
0,3.507269389426042,3.4978333021030394,0.5,0.5
1,3.5307805278021864,3.6087585897683496,0.499812382739212,0.5
2,3.6731895390518985,3.6618258130663373,0.500187617260788,0.5007507507507507
3,3.35103562454621,3.423889162972409,0.49906191369606,0.49924924924924924
4,3.788616129455303,3.7754234844248806,0.5005628517823639,0.5
5,3.210585866412677,3.279134686775076,0.49868667917448406,0.4984984984984985
6,3.866983180202309,3.8521522755557216,0.500375234521576,0.5
7,3.101169131466581,3.1660767922859523,0.49906191369606,0.49774774774774777
8,3.9165717429067715,3.900307407812651,0.500187617260788,0.5
9,3.016788209839093,3.0785953104125174,0.49924953095684804,0.496996996996997
10,3.9433024350781385,3.9257933481251723,0.500375234521576,0.5
11,2.9526869577004327,3.0118369635873115,0.499437148217636,0.496996996996997
12,3.9516636807025116,3.9330739765239526,0.500375234521576,0.5
13,2.905001292945264,2.961866768604342,0.499812382739212,0.49624624624624625
14,3.945139362796431,3.9256085812000467,0.5005628517823639,0.5
15,2.8705707481393135,2.925475653321938,0.500187617260788,0.496996996996997
16,3.926499693235293,3.9061449978660443,0.500375234521576,0.5007507507507507
17,2.8467716756524384,2.9000050678013736,0.499624765478424,0.49774774774774777
18,3.8980346334432827,3.8769528257635586,0.5005628517823639,0.5007507507507507
19,2.831362522887982,2.8831834960875993,0.499624765478424,0.49774774774774777
20,3.8617306323816183,3.8399991734585384,0.500750469043152,0.5015015015015015
21,2.8223639577235895,2.8730009941457144,0.5,0.49774774774774777
22,3.819382015134066,3.797059129391786,0.5015009380863039,0.5015015015015015
23,2.8179903530955746,2.867638637488755,0.500187617260788,0.49774774774774777
24,3.7726415078533457,3.749765947145136,0.502063789868668,0.5022522522522522
25,2.8166307469433214,2.8654498038550242,0.50093808630394,0.49774774774774777
26,3.7230275748670607,3.699618877501956,0.5028142589118199,0.5022522522522522
27,2.816864024463435,2.8649767522660654,0.5005628517823639,0.5007507507507507
28,3.6719090199323876,3.647969034455272,0.5022514071294559,0.503003003003003
29,2.8174901947897713,2.8649835903331504,0.500750469043152,0.5
30,3.620481249098744,3.59599728050148,0.5031894934333959,0.5022522522522522
31,2.8175621668236013,2.8644897748042966,0.50187617260788,0.5007507507507507
32,3.5697421473948197,3.5446914882358573,0.5041275797373358,0.5022522522522522
33,2.816405259864226,2.8627913399825373,0.5022514071294559,0.5015015015015015
34,3.520473795743249,3.4948289058295,0.5054409005628517,0.5022522522522522
35,2.813615394643408,2.8594606279068873,0.5031894934333959,0.5022522522522522
36,3.4732375221566225,3.4469709255962435,0.5054409005628517,0.503003003003003
37,2.8090327333614202,2.8543208794209627,0.5030018761726078,0.506006006006006
38,3.428388527910455,3.4014766389519338,0.5061913696060037,0.503003003003003
39,2.8026945291589067,2.847399060334702,0.5039399624765478,0.5075075075075075
40,3.3861096447671,3.3585351017760607,0.5075046904315197,0.5052552552552553
