,beta_10000_latest,beta_10000_min
0,0.18430115135744266,0.18306872847265923
1,-0.02983272333327969,-0.031054555652895985
2,-0.027045898296696135,-0.02825485185916193
3,-0.11766937743255107,-0.11885651624913576
4,0.02928467570915641,0.028119030306860575
5,-0.2982223477824258,-0.2993750118308891
6,0.12456720878380066,0.12342896949844415
7,-0.0991115417745476,-0.10023925975970539
8,0.022549848015329905,0.021432226052909082
9,-0.03834907757163541,-0.03945172636263932
10,0.14177279269201204,0.14068137214407558
11,-0.2135267569268018,-0.2146023738582698
12,-0.015308183205986339,-0.01636756582098595
13,-0.027202195188984212,-0.028248346436347004
14,0.13575975994782263,0.1347223987310545
15,-0.11525782988712525,-0.11628165541889744
16,-0.035387943690629795,-0.03639539256373678
17,-0.09501941399442099,-0.09601558614783029
18,-0.012183835467984842,-0.013162220324301652
19,0.031078397553086605,0.03010964261543278
20,-0.12142001825974469,-0.12237620929237975
21,0.0862865218663154,0.0853416857986839
22,0.10995294172659699,0.10901293990517628
23,0.07653526920848776,0.07560349075455568
24,0.09935431491855953,0.09843717587010266
25,-0.07017228810403711,-0.07107815028753012
26,-0.015869156471125044,-0.016768332529329914
27,-0.09200662104732192,-0.09289923720787782
28,-0.015533960064253012,-0.016418442041024692
29,0.05893489490084532,0.058055878028044954
30,-0.054166163043366904,-0.05503785860865347
31,-0.03415780797198376,-0.03502013981230213
32,-0.11028018938821937,-0.11113171827705695
33,-0.15555928757022586,-0.15640134731318084
34,-0.1344939886946266,-0.1353296266460081
35,-0.05707526276725232,-0.057915879235331
36,-0.16545954291218665,-0.16629532286219403
37,-0.025205865133228426,-0.026039502563881496
38,0.08182999772913002,0.08100262712539424
39,-0.03461652412950397,-0.03543610391418415
40,-0.13359236739066935,-0.13441098768902954
41,-0.17751252818593763,-0.17833180893655293
42,-0.14525658947258682,-0.1460769717384169
43,0.09396199251399519,0.09314459169895373
44,-0.06455864449819561,-0.06537154307698129
45,-0.09483239764086253,-0.09564762623535703
46,-0.01819884691986065,-0.019014117053067082
47,0.15707633565203513,0.156261398227909
48,-0.040609970283155494,-0.0414257997886336
49,0.019778791160449314,0.018962737579791063
50,-0.0085371610658188,-0.009353084093844024
51,-0.060789785194486065,-0.0616066377867408
52,-0.14392193270917608,-0.14473622190997473
53,-0.10358467792394699,-0.10439559646262317
54,-0.09958973945448785,-0.10040102874194619
55,-0.022189597134120144,-0.022998481075061417
56,0.0067696689597855336,0.005964127691548181
57,-0.02962298796535796,-0.030426931178962963
58,-0.033177706300704296,-0.03398890500031912
59,0.03895697898841561,0.038140391871204694
60,-0.056012291584434167,-0.05683359906816915
61,0.08524367837798202,0.08442564873153392
62,0.00078880468386862,-3.342022626186367e-05
63,-0.07348796501076023,-0.07431612370615552
64,0.026553827364431577,0.02571778292020156
65,-0.06693729163356647,-0.06777631483143759
66,0.0747301171565137,0.0738840820336877
67,0.10671099327523398,0.10585966311311647
68,0.197052077356072,0.19618686022497345
69,-0.16765456802684164,-0.16852588996639858
70,-0.1980742926842077,-0.19895314233598896
71,-0.08194911680009083,-0.08284130814136668
72,-0.03531297327374884,-0.03621082901764945
73,0.023124463044629822,0.02222111351076726
74,-0.061659543676460794,-0.06256710542239581
75,-0.3277544206303345,-0.3286706298623367
76,-0.16832798277763514,-0.16925597321344002
77,-0.06500804885555106,-0.06594271595710788
78,-0.04502047097402081,-0.04597612325812064
79,0.026520141687740355,0.025549854629213418
80,-0.07272467537919715,-0.07370667444817229
81,-0.06190626411422724,-0.06290030919408807
82,-0.02693054810963496,-0.027935997587009848
83,0.011300668988442666,0.010286785398350408
84,-0.04462580714713015,-0.04564396159750596
85,-0.02775592656702156,-0.02878924514657725
86,-0.11710026511874629,-0.11814601436226076
87,-0.01569659738333908,-0.01675277684750736
88,-0.05364745648610861,-0.05471427774529439
89,0.11606159116469941,0.11497533778813306
90,0.1404930659188017,0.1393931185122118
91,0.05755282170602789,0.05644079148874419
92,0.043320744504225385,0.04219189776834601
93,0.023419725065620584,0.022278103072888068
94,0.10831314939290643,0.10715784324298429
95,0.025249936403123587,0.024022578031613725
96,-0.035654980127191045,-0.03686796978191908
97,-0.006211670758715167,-0.007405896845544842
98,-0.12068953847845457,-0.12185956012346168
99,-0.008928758823486744,-0.01008213745264204
100,-0.09581573987642963,-0.09695855252804839
101,0.09240106294335916,0.09127239886934409
102,-0.011101839207416695,-0.01221868193186687
103,0.05199278768475459,0.05088971095616988
104,-0.11880958914079179,-0.1199011272512635
105,-0.04159766702280305,-0.04267009875299272
106,0.062200288889177016,0.06113860776775274
107,-0.09528456587151195,-0.09633103166639106
108,0.013503075261315872,0.01246110162817641
109,0.030938927122745985,0.02991007269872967
110,-0.1275379591753214,-0.12855329682126543
111,0.061291869766254004,0.06028918394779995
112,0.11354317563918126,0.11255498492136928
113,-0.08058744659614474,-0.08155945854503638
114,0.02671857987815512,0.025758633032497615
115,-0.15691933137071726,-0.15786776202436617
116,-0.03556819024942012,-0.03650705586074346
117,-0.153883667618088,-0.15481334542510078
118,0.12284745721926252,0.12192978513455019
119,0.036632761756708584,0.03572561152609931
120,-0.0038625538563769983,-0.004763971081807083
121,-0.07984497427888701,-0.08073919568120563
122,0.11578736052488928,0.11490028021342492
123,0.22614186197520478,0.22526125232512867
124,-0.15424528107302443,-0.1551186379533772
125,0.13086264051425386,0.12999720181024105
126,0.16184016306975102,0.16098211705522295
127,-0.013602282224126318,-0.014452223460094832
128,-0.17507245060327986,-0.1759137261079001
129,0.028466234758520552,0.027630967220908877
130,-0.0887529078746903,-0.08958622478531424
131,-0.11195440207504753,-0.11278769257286514
132,-0.12729020226054227,-0.12812827741970223
133,0.01586548851459744,0.015031064651007432
134,0.03843916520589697,0.037608758875056554
135,-0.1230964556227076,-0.12392057100400733
136,-0.0007357783668321951,-0.0015584049850800778
137,-0.18289723691717116,-0.18371808114562357
138,0.0182743874827954,0.01745651076029438
139,-0.05721704267436433,-0.058030450784926815
140,-0.029870491175344,-0.03068888208319266
