,beta_lassocolour,beta_lassocolour_min
0,0.15985078005421174,0.1598507759695511
1,-0.0674447344445715,-0.06744434319995908
2,-0.05324297322948479,-0.05324346600064724
3,-0.10782106068953816,-0.10782147517260965
4,0.08089489131604773,0.0808951139642098
5,-0.22974388248110036,-0.22974457257635805
6,0.17268201567393193,0.17268189242496887
7,-0.08249445990667865,-0.08249403908916884
8,0.03085637345856592,0.0308560241847046
9,-0.027321902851935875,-0.027321866014628847
10,0.13846781757635013,0.13846853713966686
11,-0.2077296855463308,-0.20772984883810083
12,-0.036372865145091166,-0.0363725371413239
13,-0.04768703043731912,-0.0476860527382913
14,0.10946018518706202,0.10946040858294445
15,-0.11659605023742972,-0.11659541452878791
16,-0.029028418600085627,-0.02902712116540704
17,-0.0938005239665641,-0.09380003699680897
18,-0.0006430645949956503,-0.000642690370245611
19,0.04779774449790545,0.047798881564277036
20,-0.11467326851750922,-0.11467296058866706
21,0.10980401932594165,0.10980445378793137
22,0.080074364708036,0.08007551316207888
23,0.045729137722317896,0.04572950715329632
24,0.08602441573295433,0.0860246935869007
25,-0.0749898506147729,-0.07498926566474734
26,-0.01520706526615361,-0.015206895046994986
27,-0.09784138412662825,-0.09784110740452637
28,-0.033977654835257415,-0.03397700619152452
29,0.049055529725936894,0.04905586268780503
30,-0.07120993189159754,-0.07121004329429605
31,-0.044386567049994094,-0.044386332309508586
32,-0.07000613815651655,-0.07000624321507146
33,-0.08333060041244657,-0.08333107254790699
34,-0.06792677411594011,-0.06792699779398502
35,0.0012869379606262109,0.0012864362436819984
36,-0.10714467424674685,-0.10714544382860597
37,0.025998925148474617,0.025998423948709503
38,0.17190197649383007,0.17190115737329367
39,0.07931213662913476,0.07931147894636192
40,-0.015365147423658977,-0.01536564259896055
41,-0.08159275258426692,-0.08159356107038646
42,-0.06732110483414715,-0.06732212056022555
43,0.17461436866384938,0.17461365035822557
44,0.014194703716462692,0.014193614015188812
45,-0.05856446665821448,-0.05856504250157831
46,0.02222525564446486,0.022224989648955404
47,0.2171096934409827,0.2171090186443864
48,0.015280531382885942,0.015280207718486375
49,0.06315041093662507,0.06315037772010204
50,0.03559839507985862,0.03559792269218227
51,-0.03171962985510707,-0.03172010771821561
52,-0.1120489541459049,-0.11204920818336483
53,-0.02875071978986831,-0.0287513900239044
54,-0.02255040390297602,-0.022550048828024038
55,0.055679582440453304,0.055680180389897554
56,0.08515840013913734,0.08515852366428166
57,0.08822815781384856,0.08822892971987929
58,0.022917518192354984,0.022918450440028344
59,0.0869161286294362,0.0869166041959599
60,-0.08116501066996498,-0.08116414809963127
61,0.11865074773975107,0.11865181532380471
62,0.048541370146878975,0.04854198854551035
63,-0.03607527367155775,-0.0360743913025619
64,0.041714362838794476,0.04171544686096619
65,-0.010564371291223933,-0.010563796453310393
66,0.10900932266840005,0.10900975882321519
67,0.14764162912952702,0.14764215447219622
68,0.21757101921547053,0.21757115309997907
69,-0.14273915158409853,-0.14273895098700942
70,-0.14767922852950294,-0.14767894123259145
71,-0.05033080089557973,-0.05033091987964573
72,0.011689225557818992,0.011689505207443265
73,0.08301579244596966,0.08301617544424901
74,0.030356353147531615,0.03035634439005039
75,-0.20717681993426307,-0.20717643075137282
76,-0.035992696549601924,-0.03599217736063541
77,0.08039280361358664,0.08039300973095743
78,0.017429496834598556,0.01742997161017171
79,0.07042920804835957,0.07042979396511598
80,-0.024871478576980733,-0.024871254802961817
81,-0.025419006226442307,-0.025418748901933387
82,0.012738702004592421,0.012739151986592305
83,0.037706853569629425,0.03770702286947972
84,0.014413488063596911,0.014413691353532135
85,0.00633432583811479,0.0063346637433934014
86,-0.06994068419182305,-0.06994065196591516
87,0.03181443441625794,0.03181470685340817
88,0.006164816520747212,0.006165226653567941
89,0.10871924969696425,0.10871948716957269
90,0.1149241485893525,0.1149242018007934
91,0.013544501281297042,0.013544688743777912
92,-0.04013907908912135,-0.040139166536898516
93,-0.06925032830735824,-0.06925029722496193
94,0.036029510930211665,0.03602984345340427
95,0.0035789664156642143,0.0035790536415573953
96,-0.04276696803829682,-0.04276647659709211
97,-0.004447209857247028,-0.004446498221272517
98,-0.06892866074325556,-0.06892815828692252
99,0.05971195698766138,0.05971287708430147
100,-0.05445016909616799,-0.05444914116839182
101,0.11420845508930311,0.1142093271135245
102,0.030613532468439123,0.0306143974774306
103,0.04932333205788733,0.04932441611465541
104,-0.11695401116830531,-0.11695325551662962
105,0.008873642972833601,0.00887424302642326
106,0.06538977810361805,0.06539063240367293
107,-0.10138269069347992,-0.10138217073818755
108,-0.03473064974969103,-0.0347300789690456
109,-0.005978174270289065,-0.005977286486668197
110,-0.14418835136678743,-0.1441877421375103
111,0.022595614578219163,0.02259638324349595
112,0.07433118766149364,0.07433228745207665
113,-0.0936244003444908,-0.09362361200480242
114,0.02457575354059303,0.024576745096026212
115,-0.1427139336972051,-0.14271267847121527
116,-0.01311579234824064,-0.013114776867494468
117,-0.1729392897964884,-0.1729380920044636
118,0.09922760730730326,0.0992291546335026
119,0.03002082701963528,0.030022176134507115
120,-0.016632563669001402,-0.016630921551906454
121,-0.09082658619677654,-0.09082493873539564
122,0.11392860361823183,0.11393039354038141
123,0.18483251149643154,0.18483384517117485
124,-0.1962913764975608,-0.1962901157658552
125,0.11305311592878121,0.11305450855149869
126,0.1515777810773504,0.15157890034240265
127,0.023684907851761992,0.02368602819378634
128,-0.12920866717028345,-0.12920756179527423
129,0.07524105882321996,0.07524215377584965
