,beta_model3_latest,beta_model3_min
0,0.1616860277535657,0.16167419762530766
1,-0.06049303680710628,-0.06051065552821864
2,-0.05301121115351275,-0.0530270252176883
3,-0.1115548232911122,-0.11155706183816905
4,0.07556190522841738,0.07558254815739057
5,-0.24320317993472057,-0.24317724783025296
6,0.16251538750634845,0.162531092491933
7,-0.08674083631793497,-0.08673274402565309
8,0.022138501145728236,0.02213839147330886
9,-0.034076110890289585,-0.03408180810709487
10,0.1392164934511252,0.1392051539919987
11,-0.21077583573273195,-0.21078728955155668
12,-0.030899092097655897,-0.030926122499998866
13,-0.03684854775771073,-0.03687007240937209
14,0.11711708350164672,0.1170880665870237
15,-0.1077256826869833,-0.10775260321116244
16,-0.015408242634272203,-0.01542949808847927
17,-0.0843671134770148,-0.08439727591095539
18,0.00926916463374417,0.009236646346043854
19,0.05948522122384497,0.05946384369716451
20,-0.10646855453664866,-0.1064979547562662
21,0.112225077806623,0.11221567176076165
22,0.0933272004026779,0.09329492101446088
23,0.05359359036496916,0.053557101563026184
24,0.08751467343528839,0.08749787034771297
25,-0.07309535345282615,-0.07310848071902211
26,-0.018569999254584323,-0.018581058340664817
27,-0.09908749440744817,-0.09910656029671584
28,-0.03359092484983931,-0.0336080946746813
29,0.044142581363056425,0.044132922187498584
30,-0.07874799451828343,-0.07875856032685459
31,-0.05182958259160811,-0.051830343089612985
32,-0.08546077128384374,-0.08544592306960494
33,-0.10356822797238822,-0.10354284758627606
34,-0.08573268376526325,-0.08571070556259668
35,-0.018082137434813503,-0.018069340921256866
36,-0.13013283376427856,-0.13011623592648186
37,0.006980763274675585,0.006993455320595335
38,0.14306158126376559,0.1430992401046824
39,0.04857506568231422,0.0486271450780244
40,-0.04495170456402484,-0.04490101951453129
41,-0.10925064831029369,-0.10921914934948244
42,-0.09265065317911449,-0.09262893548339536
43,0.14801903284004161,0.14804996626787498
44,-0.013823301861445678,-0.013796151846247069
45,-0.07946462389485111,-0.07945104303645564
46,-1.2472830687457873e-05,7.137420937616982e-06
47,0.18730137443543168,0.18733338461032822
48,-0.012899608093612276,-0.012857662974197102
49,0.039649223438384486,0.039682730605191174
50,0.01060006880377404,0.010621283401025876
51,-0.052338862604399135,-0.052325332192718885
52,-0.13041178863855002,-0.13040147762288704
53,-0.0549422426802228,-0.0549156569075559
54,-0.041082141161396225,-0.04105089909215088
55,0.0387724314146607,0.038805474445449434
56,0.06306710273836753,0.06310143206975674
57,0.06635563659962361,0.06641189097326951
58,0.009454019970142656,0.009479209199737763
59,0.07295894204783507,0.07297528916014294
60,-0.07810373487645311,-0.07812763928376196
61,0.11355241171133491,0.11356316444815831
62,0.03761669642033595,0.03763399220760279
63,-0.042004137113169464,-0.0419929270622362
64,0.03926845650219133,0.03927054547582266
65,-0.023489859681645804,-0.023466045923710432
66,0.10104311022060537,0.10105621818540728
67,0.13847655066621908,0.13849273895369388
68,0.20695760479226513,0.20696036818224517
69,-0.15258140676476079,-0.15257938851387912
70,-0.16221964196402966,-0.16220308067709702
71,-0.06601435901551435,-0.06600913301714369
72,-0.003146799640411975,-0.003132429343597708
73,0.06248042501358942,0.06250969414451288
74,0.000977873913713942,0.0010214697669883835
75,-0.2376290974452531,-0.23757193135903618
76,-0.06850817961094283,-0.06845083175827506
77,0.041272557089572205,0.0413378205103702
78,-0.0070534218415238764,-0.007033566546170137
79,0.04899992925529269,0.04901077246816003
80,-0.05166996885913963,-0.05165214454769919
81,-0.048319940363295996,-0.0483044117568704
82,-0.008718037786807223,-0.008702222309039404
83,0.0163407355436897,0.016351190791072893
84,-0.00857882841084517,-0.00855254303879
85,-0.01203843529264594,-0.012026144124159137
86,-0.09119166742395891,-0.09117333771284841
87,0.014909316803066489,0.0149298896323467
88,-0.011475346873352447,-0.011445242418640707
89,0.09860437619352937,0.09860571858420247
90,0.11068872101839292,0.11068030402156354
91,0.01652803893659268,0.01650254071705941
92,-0.02868706051398362,-0.02874221882961677
93,-0.05210108158243685,-0.05215906491116656
94,0.05372762892235028,0.05367549782386378
95,0.004561705153678669,0.004558181763839907
96,-0.039193867887906124,-0.03919153032103603
97,-0.0014182995577733488,-0.001411061352597181
98,-0.07270304019167173,-0.07267987316100823
99,0.05600773234244698,0.056038220170432994
100,-0.05432199644622876,-0.05430853256368791
101,0.11346066839066823,0.11346721843720695
102,0.02598843165893402,0.026011632138591912
103,0.051974178313370416,0.05196727984051746
104,-0.11527047120266769,-0.11528167425534883
105,0.0051553739162280175,0.005172650775212883
106,0.07120540820698826,0.07119775457508454
107,-0.0943193300881303,-0.09433894430173262
108,-0.02046398554294991,-0.020500756303966684
109,0.008746444778569056,0.00871366355760968
110,-0.1335135482849725,-0.1335420582841645
111,0.040405763178485224,0.040358967097831995
112,0.0946509387276632,0.0945991844669418
113,-0.07847479663781459,-0.07851722466625455
114,0.04097350495868165,0.04093883957288333
115,-0.13029694332400452,-0.13031833080575664
116,-0.005584053133313578,-0.005595677412065996
117,-0.16121497542724367,-0.16123548913235064
118,0.11009199006038138,0.11007684888826536
119,0.03528338333913063,0.03527754848671925
120,-0.009076653969112124,-0.009084028044250642
121,-0.0858132697111505,-0.08581717683018497
122,0.11488697294568116,0.11489231063884149
123,0.18922983558325898,0.18921616417128195
124,-0.19593479698971483,-0.1959393744509729
125,0.10992973218607073,0.10993673318758787
126,0.14913447393464851,0.14914328345048283
127,0.014073736734480518,0.014103827299138599
128,-0.13546189435845654,-0.13544518716942314
129,0.0710200392451332,0.07103676124608606
130,-0.03268397790169311,-0.03267274254820281
131,-0.07337034340389038,-0.07336651937909526
132,-0.1308122730893286,-0.13082812422954693
133,0.0416382608926165,0.041644354127038236
134,0.0664106914925031,0.06641914441739173
135,-0.07919272921054005,-0.07917104123018887
136,0.035323043537833165,0.035342281539920466
137,-0.1316198166896808,-0.13159917703935933
138,0.06213941196983487,0.06216198855072405
139,-0.013985905713682608,-0.013960425074922194
140,-0.030875783378494972,-0.030872276184093824
141,-0.016119038908268653,-0.01613701294913799
142,0.07837195908664861,0.07835788831702657
143,0.06170223571443897,0.06170784808404179
144,0.03823177558986215,0.038243078706547085
145,-0.0009533385431268995,-0.0009435492941948173
146,-0.008306879637984944,-0.008297682355009989
147,0.04678664802634324,0.0467952227580933
148,0.008017759725021488,0.008034006623909599
149,0.047295136412168835,0.04733805757108454
150,-0.048251590314788685,-0.04822154594154435
151,-0.2576351547706977,-0.2576131363805574
152,0.0841536728455181,0.08419147406404345
153,0.19877391602893044,0.19881293831016797
154,0.029664156824807632,0.029685347999481165
155,-0.017075906185228924,-0.017079399664379585
156,-0.021135360319450337,-0.021135570342330094
157,-0.02312846148245448,-0.023116299914100018
158,-0.012803898109431333,-0.012778641116140393
159,-0.11285397319705459,-0.11287400521425023
160,-0.061038321457043986,-0.0610323257214758
161,-0.10651461237769014,-0.10651667814014096
162,0.01739273650594034,0.01739432112100386
163,-0.03789579388253984,-0.037900454264879854
164,0.04153524724182367,0.04152626613154228
165,-0.02280549519447206,-0.022825826249704757
166,0.09338998215086007,0.09336499125090966
167,0.013413688096014719,0.013396744558263528
168,0.20902565211346494,0.20900998814185306
169,-0.20908017582644473,-0.20906896320504426
170,-0.09147063755428829,-0.09143909767733872
171,0.058458808099204736,0.05850062736892429
172,0.22178006197249214,0.22180960614110876
173,-0.05942132500329788,-0.05938331258945474
174,-0.025641970210596342,-0.02561999751756655
175,-0.049790329793670395,-0.049779170426323106
176,0.10103530615947398,0.10106407719883116
177,-0.056111032692347115,-0.05609874433648989
178,0.049048530099798496,0.04903403640869514
179,-0.05623802267108144,-0.05622759622712561
180,-0.154836127809194,-0.1548067358003302
181,0.0044622270915289685,0.004490257856759337
182,0.023265576300808766,0.023298194166061527
183,0.10557618760896913,0.10560512271948737
184,-0.02491822939913701,-0.02491632417476065
185,-0.07088896863876452,-0.07089675521982285
186,0.054274298748794754,0.054247682493790146
187,0.02980458967413969,0.029762671805293416
188,0.035181139333742006,0.035139798831940294
189,0.007182862239395908,0.0071179013839213785
190,0.11200500883290973,0.1120053659886952
191,0.029936156282922986,0.02994932375759975
192,0.1826548264313006,0.18266960745126695
193,0.10057957650776526,0.10060164334032133
194,0.06062542569281753,0.06062643270092147
195,-0.1723753180495533,-0.17236281500761103
196,0.04670995110943135,0.04673351315965346
197,0.028012435008633384,0.028038733126813622
198,0.07270340991568207,0.07270600215957757
199,0.10015765456776185,0.10015160038986326
200,-0.0417859780888061,-0.04179539417434548
201,0.07923635703004452,0.07923463751941145
202,-0.055559968421317434,-0.05557406709109616
203,0.20276601085776252,0.20272857566212282
204,-0.1251064405230482,-0.12514709371009322
205,-0.16904306586912932,-0.1690775118119405
206,-0.15514088129420972,-0.15519018181972563
207,-0.07945410373568014,-0.0795030903678655
208,-0.11006455288013216,-0.11008535939820736
209,0.20104884505550166,0.20101235416517796
210,-0.03461960163080312,-0.034630843557290146
211,-0.13362204131600425,-0.13364464817142846
212,0.10767012310826347,0.10766131999756322
213,-0.0632468477359876,-0.06325029757860273
214,-0.12398375200808993,-0.12400756141305722
215,0.07570224484451134,0.07572016576620681
216,0.04959475304891525,0.04961380419345564
217,-0.053713193410150864,-0.053709980580735645
218,0.12415127184467319,0.12417465788275621
219,-0.0035044875933772494,-0.003484042900153474
220,0.14778779107983026,0.14780051542346834
221,0.03348570519593218,0.033509884714596504
222,0.1397715292258218,0.13979757026103706
223,-0.007048208268912726,-0.007016628079085531
224,-0.1342872861041051,-0.13427983083090272
225,0.2349076696163052,0.23490057097090092
226,-0.06701795988362455,-0.06701485942082672
227,-0.027165324713702938,-0.027181475218856534
228,-0.07608807414673253,-0.07610630806231514
229,-0.026691160149770268,-0.026703433105684404
230,0.01767031888366716,0.01766216446905682
231,0.008926954670752114,0.008931118654844344
232,0.06042661385350464,0.06040863898846022
233,0.17080316235999438,0.1707931158171793
234,-0.018677467517026626,-0.0186907467827302
235,-0.130987725028556,-0.13099957962936423
236,-0.12607503132871156,-0.12608839033197694
237,-0.07981909404350203,-0.07981153491525975
238,-0.17728973055979186,-0.17729153934269123
239,0.07376368549313263,0.07375926122144086
240,-0.05722943003006659,-0.05723970171166079
241,-0.039535506320324015,-0.03954569649046244
242,-0.008328533900524312,-0.008335328904346715
243,-0.14551789902929593,-0.14552973683970583
244,-0.09101409699591452,-0.09102517660316624
245,0.06642916377061571,0.06640908250706133
246,0.05287376267318925,0.05288330951242732
247,-0.05367232938133916,-0.05366246828750339
248,0.17572548024660234,0.175719914901546
249,-0.13745533776247865,-0.13745452651639553
250,-0.03944427503271581,-0.039446705966179836
