,loss_history_val,loss_history_train,accuracy_train,accuracy_val
0,2.856908704534008,2.8001754385194393,0.499812382739212,0.5
1,4.8527509587548705,4.953926471440092,0.5,0.5
2,3.1536436405608823,3.093247127140523,0.499812382739212,0.5
3,4.572321418284192,4.666356586295366,0.5,0.5
4,3.392308283055848,3.328804171452393,0.499812382739212,0.5
5,4.3209940576900845,4.408443119382129,0.5,0.5
6,3.602407623272573,3.5360632540363706,0.499812382739212,0.5
7,4.0872991067332505,4.16849870234412,0.5,0.5
8,3.794604305041579,3.725588025008965,0.499812382739212,0.5
9,3.8663136964105966,3.941508136954309,0.5,0.5
10,3.9732380827759552,3.9016771178286396,0.499812382739212,0.5
11,3.6561289194251514,3.7255278077769045,0.5,0.5
12,4.139614663744013,4.065621883777639,0.499812382739212,0.5
13,3.456661957663927,3.5204746785760475,0.5,0.5
14,4.293078575017057,4.216769682620746,0.5,0.5
15,3.26927540522285,3.3277375100438853,0.5,0.5
16,4.431340982378226,4.352848801455131,0.5,0.5
17,3.0967223286798005,3.1501199521547516,0.500187617260788,0.5
18,4.55058833670231,4.4700761232298305,0.5,0.5
19,2.9431436556677313,2.991838067033808,0.500187617260788,0.5
20,4.6457682518050305,4.563440615789915,0.5,0.5
21,2.813794780289647,2.858244353692651,0.500187617260788,0.5
22,4.711492194044366,4.627598557548306,0.5,0.5
23,2.714100303515161,2.754867800823871,0.500750469043152,0.5007507507507507
24,4.7437860056129955,4.658609496524315,0.5,0.5
25,2.6478722269505273,2.685597635431987,0.500750469043152,0.5
26,4.742104553831134,4.655933799648774,0.5,0.5
27,2.6153526760530332,2.65068518651143,0.500187617260788,0.5007507507507507
28,4.71013823897252,4.6232314851337994,0.500187617260788,0.5
29,2.612542058111826,2.6460572437640115,0.500750469043152,0.5
30,4.654518639300785,4.567077335089091,0.500187617260788,0.5
31,2.6325845866821975,2.6647281342665785,0.501125703564728,0.5015015015015015
32,4.582472533843736,4.4946337947192365,0.499812382739212,0.5
33,2.6680915787135357,2.6991686198431397,0.500375234521576,0.5045045045045045
34,4.500157222379717,4.412001024969292,0.499812382739212,0.5
35,2.712732489622934,2.7429289929952936,0.500750469043152,0.5037537537537538
36,4.412212720210284,4.323775235576807,0.5,0.5
37,2.7616383415608476,2.7910513094133567,0.500750469043152,0.503003003003003
38,4.322027195287185,4.233314948165463,0.500187617260788,0.49924924924924924
39,2.811141665830101,2.839804636041323,0.501125703564728,0.5052552552552553
40,4.232154641705606,4.143157315957872,0.500375234521576,0.5
41,2.8584040710160807,2.88630534088079,0.5013133208255159,0.506006006006006
42,4.144623865955499,4.055324401017445,0.500750469043152,0.5
43,2.9011813983999937,2.9282774362066224,0.501125703564728,0.506006006006006
44,4.061083575825471,3.971464578761708,0.501125703564728,0.5
45,2.9377658000074134,2.9639930289094982,0.5013133208255159,0.5052552552552553
46,3.9828121751630032,3.892858758126766,0.5015009380863039,0.5015015015015015
47,2.967045412623658,2.9923322453492758,0.5013133208255159,0.5045045045045045
48,3.9106562258896402,3.8203565546647584,0.5015009380863039,0.5022522522522522
49,2.9885802278623363,3.012859219776312,0.50187617260788,0.506006006006006
50,3.844978041672391,3.7543232053310325,0.502063789868668,0.5022522522522522
51,3.002597438264951,3.0258157725777086,0.5015009380863039,0.5067567567567568
52,3.7856788672561414,3.694663004897758,0.50187617260788,0.5015015015015015
53,3.009864714176436,3.0319908819924746,0.5015009380863039,0.5082582582582582
54,3.7323134364956867,3.6409340797047154,0.5033771106941839,0.503003003003003
55,3.0114749692584306,3.032500608058925,0.502063789868668,0.5097597597597597
56,3.684254372729771,3.5925124942916735,0.5048780487804878,0.5052552552552553
57,3.0086199559746176,3.0285574862193054,0.5028142589118199,0.512012012012012
58,3.6408426733660844,3.548742128281194,0.5054409005628517,0.5075075075075075
