,beta_model1_latest,beta_model1_min
0,0.16074240281461816,-0.04167578474054706
1,-0.07311020227795265,-0.0056266827226329474
2,-0.09274938089136706,-0.21361960956684542
3,-0.14867757494013578,0.16402708084049888
4,-0.0025650599843044823,-0.17934355851948633
5,-0.2965847156161717,-0.08417473656562041
6,0.11107543560461391,0.050288141715804285
7,-0.170378992402149,-0.12452880866072316
8,-0.026324042557523287,-0.1057952218862339
9,-0.052911024945604616,-0.09090076149268494
10,0.07167959058289076,0.05514540445464244
11,-0.28708096338390293,0.22922080128149577
12,-0.08663618805221057,0.004153939299840346
13,-0.05443910543942018,-0.11179254451135168
14,0.11563736774054971,0.05390583205807889
15,-0.17549546356226656,-0.0596159699806467
16,-0.07649484632879174,-0.0019130496521151477
17,-0.16739334782952417,0.11750012195002911
18,-0.11165196039559216,-0.07478709492938625
19,-0.033271639219274875,0.0009025250973325124
20,-0.22911622066989104,-0.0878107893240342
21,-0.059657288395211554,-0.015643417038462365
22,-0.08906148161992716,0.025657045200129566
23,-0.0923992459620529,-0.09887790487696219
24,-0.06447415024953783,-0.033882196602919634
25,-0.2373269187138746,-0.02361840308526013
26,-0.20446453170595438,-0.06376550124843013
27,-0.28296964235659344,-0.11876122863852843
28,-0.20492352325528995,-0.14212172273041268
29,-0.08456133246010172,-0.015349519567694914
30,-0.20555466963623728,-0.026905696021601352
31,-0.15200674659721358,0.22313667888866046
32,-0.16169034375587632,-0.24347675765210441
33,-0.19028869831053874,0.011272650481664892
34,-0.10305218196083468,0.037044453666323425
35,-0.01534877435235562,0.13596338626725962
36,-0.12689351996532472,0.05018572067813133
37,-0.025827448982897627,-0.0844213703829862
38,0.10293754754421502,9.76147159609348e-07
39,0.017867694793189486,0.05423525721490291
40,-0.06575414479217546,-0.031350819699340886
41,-0.09372833335004248,0.07710117380694115
42,-0.11061658795964155,-0.18680906545637635
43,0.08484615175916564,0.1731184665980468
44,-0.12785111127159712,0.1467678010573413
45,-0.19705879550859975,-0.03356773385238475
46,-0.08635406552531147,0.06113407795737174
47,0.10342523469808661,0.0047970591868188375
48,-0.13330477329477805,-0.08291352890147788
49,-0.052807049733890166,0.008771021840833141
50,-0.0734376500260863,0.10003658865506951
51,-0.12384816915718311,-0.038109251751535
52,-0.1778929659245556,-0.037566942307899365
53,-0.09578438631299448,-0.007447076289398099
54,-0.03690580415018026,0.04334963300765709
55,0.12444302414284243,0.12783792302718683
56,0.13417725256363328,-0.06346793051793624
57,0.16461313025129717,0.05083962426834318
58,0.153577547149783,0.021611600626368202
59,0.22739642256182813,-0.18586123861234977
60,0.010156730998757219,-0.04193164821526889
61,0.11519668903538832,-0.013232889843674336
62,0.05315858446332063,-0.003957023969360571
63,-0.03471927083489409,0.032600343338698066
64,-0.011018186226016833,-0.20403230487287152
65,-0.05894547552484747,0.004625552314169691
66,0.05910467719274025,-0.06776755773280416
67,0.13712374320370443,-0.1439439026738618
68,0.19202799003411342,0.052429643001034865
69,-0.17766708430747694,0.07352795760652026
70,-0.218024914281915,-0.06532502677920357
71,-0.13901182600615877,0.08424562815713402
72,-0.04146556827082205,-0.038151648176508624
73,0.03064364022331998,0.006648900914614487
74,-0.06737127035949816,-0.10987389469960565
75,-0.2612685641296267,0.15844870563956764
76,-0.10265742237003078,-0.26594494563834886
77,-0.007820574793483874,-0.009145262289065814
78,-0.05843172323597912,0.06951196050469914
79,0.001616802362334759,-0.20334665461226137
80,-0.11689203615653294,-0.018946926471238083
81,-0.17327213315136064,-0.007721866535295716
82,-0.1174358403549136,0.08247030054369817
83,-0.06307409943327434,0.12482129205970341
84,-0.09532329248306012,-0.04038922693379395
85,-0.10083068473728687,-0.1384518666535865
86,-0.22936273013824643,0.13672354239271245
87,-0.09621480567685793,0.12178856330562904
88,-0.04325254648607056,-0.04620053481533805
89,0.037671101184401354,0.03508884940877463
90,0.017196634882236505,0.0381866234126697
91,-0.046906116917987156,0.05662754414424562
92,-0.062492559502286354,0.0204207978914112
93,-0.09750675005551014,0.14066962416613704
94,-0.012375684917996618,-0.1737959504384568
95,0.006655201568871763,0.10408239533907289
96,0.04101128216384824,0.03804719702150005
97,0.021764247240662206,-0.021713526874487937
98,-0.07266062074972238,0.11735314984949535
99,0.031658717678878866,-0.23436031909999622
100,-0.051967146799369535,0.1161521490740773
101,0.13362372767243388,0.03860780476035946
102,0.07857003639064897,-0.11331332736769827
103,0.06140642081402173,0.0433092554656691
104,-0.1577972362673703,-0.03040864388013156
105,-0.08417479120283702,0.25852948680645493
106,-0.02638747934868095,0.1835332722864825
107,-0.1842129985049347,0.04406898724151096
108,-0.09936894454330947,-0.07192538414266773
109,-0.055294251727324266,-0.05834145945790076
110,-0.20216261356936657,-0.03250496283817861
111,-0.0256623999109643,-0.056023450623779704
112,0.014630999930931667,-0.09022460680705019
113,-0.14229898893134427,-0.05909722754694455
114,0.0021074817250565136,-0.027617949225073782
115,-0.13880173893684736,-0.05168838937325868
116,0.03004339273273582,-0.06985899499363887
117,-0.11539613995418094,-0.09288919245238192
118,0.1959422112912639,0.255043823587966
119,0.16899289064883644,-0.14731732477998857
120,0.059107655301355255,-0.10214147305220665
121,-0.10774875920943539,0.043239570097960624
122,0.12529438568880774,-0.032358007007652394
123,0.19284136855542808,0.04238247078658807
124,-0.1925218344560867,0.07991799950350154
125,0.07953869718649248,0.12626136633248203
126,0.17374611048555985,0.07519648492148806
127,0.0503125191922297,-0.09937609831185909
128,-0.12997366096614565,0.11091432813616481
129,0.02037532618849879,-0.17649177282757555
130,-0.1007741985175365,-0.011442129703012067
131,-0.14004854412323198,-0.049817419392175856
132,-0.2036707241579294,-0.1060799036330432
133,-0.03670881848918852,0.0591666520727679
134,0.007490871996191628,-0.018325657377958136
135,-0.12488294815837135,0.10198547293692373
136,-0.014416416709493712,-0.1482465477822671
137,-0.17670978466155715,0.08463118918420798
138,0.006845888893997596,0.04979401483668208
139,-0.03329817418536571,0.012650417530650625
140,-0.04887912710421665,-0.14188105511485344
141,-0.08244561364345802,-0.025177411836982407
142,0.03738335324638224,-0.15466746112644164
143,-0.05514347667454324,-0.20826519357449494
144,-0.07944077522250192,0.32797454011113997
145,-0.13974271076781478,0.09708613200402733
146,-0.15316416514284897,0.1792592852398284
147,-0.01761331127988227,-0.04290133185098449
148,-0.023868367884386198,0.06961979796114307
149,0.004776735507491866,0.06974162722769295
150,-0.07297655372129272,0.060151581366719976
151,-0.34794567104846885,0.0003659490714469374
152,0.039591428661396824,-0.02282475581940343
153,0.1800235351148547,-0.20696122626654506
154,-0.04710373505309842,0.06101440864066574
155,-0.042148512573355834,0.04234969004428728
156,0.01685682011174286,0.11178867334508419
157,0.039728839243051595,-0.027424208886352594
158,0.020345340581976477,0.17418121884722343
159,-0.14517068796499924,-0.04475008761926458
160,-0.09516869384444815,-0.12554272183458584
161,-0.12270587476542616,0.09381636712741442
162,0.01564718004775174,-0.04683462595582319
163,-0.04713779531814088,-0.1254720307112855
164,0.046308276121467117,0.012482364638584454
165,-0.015440822206472853,0.07565021430525523
166,0.09817570465762415,0.024143962884169236
167,0.038962827389295074,0.04974256489247372
168,0.200383932035856,0.41086926238052013
169,-0.21973433394162736,0.08211208773119116
170,-0.07441497338572264,0.15317603163169563
171,0.06490627072240676,-0.19858457737926452
172,0.24979542739959404,0.03650535164408407
173,-0.06802671737317523,0.0774082033404699
174,0.0013923558332701305,-0.036447909161265855
175,-0.047054475098033066,-0.08759794776653948
176,0.12799789852452506,0.03965201586867087
177,0.02656735769454037,-0.03146174356559311
178,0.16512699906189302,-0.0593755582882607
179,0.13885275180990503,0.11495005677179825
180,-0.09606715105520708,0.1335566168340722
181,0.036234492210556156,0.030262933617809903
182,0.04867180184824277,-0.04542278547161103
183,0.15297511671594044,0.05143707174654486
184,0.0038591213254436487,0.0829458430613394
185,-0.0346903504062762,0.06306219672771203
186,0.04485514115712087,-0.14533643496567888
187,-0.027219106163045327,-0.03380177773562278
188,-0.010398662923505502,0.035913333179380454
189,-0.055643974201472365,0.06222204144679329
190,0.05601114606013959,0.09607819448432281
191,0.045271410084341566,0.07583703471667697
192,0.16864391103914142,-0.11343184830306184
193,0.08580358411177458,-0.07074208875637868
194,0.0419558665689249,-0.12214291650957686
195,-0.19173124053421595,0.1804476641579726
196,-0.02597167355485778,0.018040980691154635
197,-0.05646512574530407,0.055316427415781216
198,0.0021491208863662356,0.10330290659276214
199,0.08077277159228746,-0.03290024347007063
200,-0.029294366661882856,-0.11510029441411485
201,0.02692368020949388,-0.042652247085526965
202,-0.1711088886189826,-0.014814719117730177
203,0.07217575147330807,0.1501436915256578
204,-0.27209511740956405,0.0869598197544945
205,-0.30729850350610005,-0.10870905748424416
206,-0.27257240080768746,0.066422141339563
