,beta_lasso_latest,beta_lasso_min
0,0.16072402851296932,0.16072165921128212
1,-0.05921570182270881,-0.05921978313898158
2,-0.051756878462542615,-0.05176071478676942
3,-0.1104041320267607,-0.11040625786597041
4,0.07433562402017538,0.07433737503553436
5,-0.2422619196225442,-0.24226051052460001
6,0.16132832468191508,0.16132946738954032
7,-0.08566072261782223,-0.08566153259078658
8,0.02106979104264919,0.02106897396877855
9,-0.032915580673844376,-0.032918083881257075
10,0.13819872338785966,0.13819656715492365
11,-0.2096058544970315,-0.20960897891692207
12,-0.029618750124033994,-0.029623766389673345
13,-0.03562115454165989,-0.035625431470509936
14,0.11619141393229042,0.11618722884028977
15,-0.1064655580697196,-0.10647047640324273
16,-0.014215115325272674,-0.014219277854025734
17,-0.08312707939749818,-0.08313233296075215
18,0.008310495720689532,0.008305992776639097
19,0.05843540726358685,0.05843229429951247
20,-0.10526699658923001,-0.10527208193595909
21,0.11108309881446696,0.11108150413190043
22,0.09236442402154409,0.0923599595876038
23,0.052673391786202804,0.05266836838321124
24,0.08645373136034433,0.08645115696229576
25,-0.07198354792297082,-0.07198665652576282
26,-0.017479424527974168,-0.01748227020605123
27,-0.09792863747579533,-0.09793249009663114
28,-0.03242982002363141,-0.03243345173796048
29,0.04304601571251771,0.04304433316027927
30,-0.077635064062281,-0.07763786912284369
31,-0.05079049230429712,-0.05079207685153482
32,-0.08456444547207075,-0.08456405932546074
33,-0.1027631281126958,-0.10276140169969113
34,-0.08490443464755339,-0.08490312383115213
35,-0.017189371208485495,-0.017189205910108203
36,-0.12926529403787915,-0.12926465441733348
37,0.005665731142570926,0.005666913088089793
38,0.14156688132204534,0.14157117860981147
39,0.046970076572150805,0.04697619204196079
40,-0.04434594128306963,-0.04434100633334593
41,-0.10850825791544426,-0.10850569888890452
42,-0.09183979432903132,-0.09183844839624204
43,0.14655785918762174,0.14656134087510564
44,-0.013091083711233725,-0.013089066866561385
45,-0.07856085570617477,-0.07856056879588494
46,-0.0009639327341399,-0.0009629189523071037
47,0.18587324261389326,0.1858768032107177
48,-0.012539878133136017,-0.012536097484543417
49,0.038230026212661326,0.038233761885566125
50,0.009261727048351072,0.009263932025686202
51,-0.05141432336712732,-0.05141407341913062
52,-0.1294604717776306,-0.12946063256586127
53,-0.0541161669565012,-0.05411427979239097
54,-0.04029437362243713,-0.04029188951396527
55,0.03734018957446333,0.03734391492248891
56,0.06163134036880021,0.06163521305771145
57,0.06474247670279634,0.06474909443484174
58,0.008075672047075419,0.008078400558608706
59,0.07163860545901163,0.0716402546711666
60,-0.07693207227877874,-0.07693640936363577
61,0.1122509954815528,0.11225199543810882
62,0.036272952819832435,0.036274756504730256
63,-0.04108943753088289,-0.04108941007000956
64,0.03805949472572417,0.03805938092057971
65,-0.02264553815024717,-0.022643966252596164
66,0.09976399890447289,0.09976524865014277
67,0.1371724375294775,0.13717406658472078
68,0.2057609793813565,0.20576090928431706
69,-0.1515672362191565,-0.15156842411610086
70,-0.16130826483563007,-0.16130766260709842
71,-0.06501159874038018,-0.06501244332270441
72,-0.003184675527346779,-0.003184412660638237
73,0.06113591954099605,0.061138999750575365
74,-0.0003893056756052979,-0.0003854867927305142
75,-0.23696792161033411,-0.23696243564743655
76,-0.0678387840827899,-0.06783331238621332
77,0.03968943310641316,0.03969686433593388
78,-0.00693973690998349,-0.006939000658287239
79,0.04782072643567043,0.04782133714489316
80,-0.050688359625542107,-0.050687905184292434
81,-0.047333825466725134,-0.04733365089188861
82,-0.00834140954807332,-0.008341191210628061
83,0.015167826972068586,0.015168380364485251
84,-0.008382006147968721,-0.008380475179775599
85,-0.01117472648721186,-0.01117493447456486
86,-0.090221739013663,-0.0902211836323408
87,0.013652669899343146,0.01365453501313261
88,-0.010789281253837348,-0.010787226542199673
89,0.09751778778998958,0.0975172511189564
90,0.10968752065153156,0.1096857840918647
91,0.015651426238280117,0.015647589006457876
92,-0.027136288279245656,-0.02714481489830339
93,-0.050525303646295934,-0.05053417578819593
94,0.05305453229488078,0.05304739231775292
95,0.003549291329832896,0.0035479552651388273
96,-0.0380537815916144,-0.038055364107706935
97,-0.0014292178547671282,-0.0014301655890130043
98,-0.07173926728082446,-0.07173820833909492
99,0.05470888722764848,0.054711878704126714
100,-0.05328856484864671,-0.05328870140307347
101,0.11233995747605849,0.11233997836342201
102,0.024741466649908717,0.02474357133988396
103,0.05094069666449504,0.050939062000534184
104,-0.11408124014436281,-0.11408437884495413
105,0.003907958432788347,0.003909428377015618
106,0.07013565245874487,0.07013405738100055
107,-0.09311101560401766,-0.09311506284904719
108,-0.019129872781340797,-0.01913603639168617
109,0.007841698195025042,0.0078370688429374
110,-0.13224842381646115,-0.132253518280577
111,0.03957629439071506,0.03956996322323273
112,0.09384154244772679,0.09383461254191781
113,-0.07715792535215832,-0.0771646717042103
114,0.0400212060320606,0.04001645803673356
115,-0.12914487653213577,-0.1291489907653107
116,-0.004499804681111552,-0.004502701518195031
117,-0.16005140139817384,-0.16005541950205063
118,0.10902838662993096,0.10902601972555916
119,0.03414180038754246,0.034140600495205974
120,-0.008000151485296312,-0.008002547041567666
121,-0.08475039166292447,-0.08475236395137126
122,0.11368918193044703,0.11368935353535185
123,0.1881834522074325,0.18818124333183855
124,-0.19482522508048183,-0.1948273278222108
125,0.10872910465781073,0.10872947663829326
126,0.14789253844891667,0.14789317470808577
127,0.012654991855036454,0.012658291324622258
128,-0.1345876009611008,-0.13458693517352335
129,0.06967762624371909,0.0696793222895059
130,-0.031797938687407476,-0.03179791545127133
131,-0.07243248435955381,-0.07243338472977438
132,-0.12971679422317595,-0.12972015627433844
133,0.04038161579493096,0.04038199203348102
134,0.06513162472418033,0.06513231202345258
135,-0.07835999155100681,-0.07835866874667852
136,0.03396347149383743,0.03396549848619566
137,-0.13079407811930166,-0.1307928723318893
138,0.06073694963249084,0.060739406847891676
139,-0.013234373378185076,-0.013232560975219196
140,-0.029902194050770558,-0.029903146410193756
141,-0.014971267806206402,-0.014974912182211808
142,0.07729155851724827,0.07728938358278509
143,0.06047060934191641,0.06047090061857958
144,0.036963820889874696,0.036964823256469145
145,-0.0013235226488082993,-0.0013237264305570738
146,-0.0074613160048587176,-0.007461604519326263
147,0.0455336596218754,0.04553431395847217
148,0.006706842649248129,0.006708486094037365
149,0.0457723526312115,0.045777356699434085
150,-0.04746325372920436,-0.04746086599686546
151,-0.25677689701778045,-0.25677552060961994
152,0.08268039256458633,0.08268474416338308
153,0.1972906385654226,0.19729513509686925
154,0.02830294953766131,0.028305247653201897
155,-0.016052345353431564,-0.01605413723580374
156,-0.020141084159810176,-0.020142461798607566
157,-0.022236805151099683,-0.022236633501550095
158,-0.012016491467197235,-0.012014679294420821
159,-0.11171419100399231,-0.1117180163883019
160,-0.060065909338881056,-0.060066533980343055
161,-0.10547172712779637,-0.10547336137313189
162,0.016191398558526898,0.01619124432587107
163,-0.03684167159131399,-0.03684364937466721
164,0.04042791528122315,0.040426378249904936
165,-0.021633503182472764,-0.02163745882475661
166,0.0923991789397153,0.09239562138649189
167,0.012363625889730879,0.012361059494201496
168,0.20797880820159406,0.20797636086285895
169,-0.2080958333574585,-0.20809599184826685
170,-0.09061977288740967,-0.090617433615107
171,0.05702966266005324,0.057034245069326986
172,0.2204580163648529,0.22046101786720043
173,-0.058596870966363825,-0.05859384413673783
174,-0.02471536875395127,-0.024714350179317633
175,-0.04875692280294855,-0.04875728319470757
176,0.0997301382876432,0.09973296448554138
177,-0.05510108738198625,-0.05510132099112598
178,0.04804912256756335,0.04804656945576664
179,-0.05521038540525565,-0.055210834060672835
180,-0.1539578657968152,-0.15395592298972746
181,0.0031597695810628482,0.003162528367350626
182,0.021921122539017346,0.021924474398199896
183,0.1042651760970699,0.10426808491307404
184,-0.0238082877805426,-0.023809751739095927
185,-0.06969209650002106,-0.06969475382984645
186,0.05340740044417811,0.053403422044182795
187,0.02904569184741157,0.029039845168568824
188,0.034429030205505896,0.034423242355992825
189,0.007884490777010809,0.007875740152410037
190,0.11097019088506821,0.1109693516438251
191,0.0287956333572253,0.02879641990093453
192,0.18150267544624624,0.18150367850678972
193,0.09935797310959259,0.09935990420163296
194,0.05955132868808004,0.05955065213942243
195,-0.17133190444933444,-0.1713321485558036
196,0.04545464703490147,0.04545681088475106
197,0.02672500651506546,0.026727542090218444
198,0.07158332242817009,0.07158292065063769
199,0.0990938037404578,0.09909236273747436
200,-0.040619152974521136,-0.04062199244138889
201,0.07812612453375332,0.07812529298530257
202,-0.054385500169737123,-0.05438884235928742
203,0.20191116615275126,0.2019059322061798
204,-0.12373195194134959,-0.12373858035602808
205,-0.16774026298837943,-0.16774606945965226
206,-0.15375011721209544,-0.153757761459621
207,-0.07808522289772703,-0.07809280765215794
208,-0.10891875290017079,-0.10892279656097374
209,0.2001116666973987,0.20010666422656662
210,-0.03353523644002168,-0.03353809640361335
211,-0.13244584093444792,-0.13245012505078102
212,0.10655105882158884,0.1065494885590425
213,-0.062189310573120035,-0.062191216785483866
214,-0.12277713030359219,-0.12278157169879701
215,0.07441022310225569,0.0744119810586326
216,0.04830025612450871,0.04830215662650787
217,-0.0526707490071843,-0.05267185032466761
218,0.12284448444221077,0.12284689597603661
219,-0.0036275102519031273,-0.003626496968230885
220,0.14654446728719644,0.14654556400807953
221,0.032135231358861115,0.032137788327244794
222,0.1383761440105593,0.13837897868481192
223,-0.00691172101463114,-0.006909171443422159
224,-0.1333568478325333,-0.1333573087338063
225,0.23373705808671616,0.23373578794234942
226,-0.06605646118425329,-0.06605747403680579
227,-0.02605545565203689,-0.026058876812265593
228,-0.07494982866719269,-0.07495350042752044
229,-0.025602765609767212,-0.025605674202421696
230,0.01651883075299278,0.01651746460078179
231,0.007688597045418754,0.0076887430073957425
232,0.05934639212005551,0.05934377326971617
233,0.16965596519901974,0.1696543453376586
234,-0.017594931659243907,-0.017597953719508654
235,-0.12989859846871618,-0.12990146870913344
236,-0.12496175018015937,-0.1249648293107886
237,-0.07886183890766922,-0.07886230948906033
238,-0.1762579456265835,-0.1762595720073539
239,0.07260030647854904,0.07259937829981503
240,-0.056144563583272064,-0.05614723562175924
241,-0.0384637541463116,-0.03846639909605535
242,-0.007277651616622492,-0.007279860783287226
243,-0.1444198786647494,-0.14442271485628783
244,-0.08991553561259605,-0.0899182609250729
245,0.06538185369774771,0.0653790315571206
246,0.05161295383287233,0.05161382148396693
247,-0.05273967035287213,-0.052739769060889195
248,0.17456430015108942,0.17456328769843887
249,-0.1364614174657842,-0.13646263570073827
250,-0.038443662660001744,-0.03844526994279783
251,-0.0216369947255965,-0.021641316335417788
252,-0.27483214363930725,-0.2748379932808504
253,0.1887449929117813,0.18874362919218948
254,0.03239058599528783,0.03238890997040692
255,-0.10731953154294657,-0.10732186566927625
256,0.1936329664819642,0.19363469534279307
257,0.05511589134406196,0.05511392588902052
258,0.03266572228959159,0.032666684278216625
259,-0.0698653106519564,-0.06986568946744083
260,0.005447225937777297,0.0054444478597148495
261,-0.1516214632978745,-0.151627162289884
262,0.0764089948680733,0.07640503202214226
263,-0.04517831686416025,-0.04518148823746305
264,-0.004167673509265565,-0.004167925115906701
265,0.09578982811854521,0.09579202462766026
266,0.007048978719231142,0.007049120383385233
267,0.0035501793750851588,0.003550034094366438
268,-0.0001861317492014033,-0.0001858569693826109
269,-0.10119964753436753,-0.10119895216845008
270,0.05248313728439168,0.052485246042539575
271,0.12240265442101854,0.1224051668626178
272,0.04859966155109034,0.04860001382218632
273,0.06299655433294152,0.06299639348774731
274,-0.11213771534557698,-0.11213789194400299
275,-0.1122768543929757,-0.11227548260547338
